perfume_name,brand,rating,votes,top_notes,middle_notes,base_notes,reviewer,review_date,review_text,sentiment_raw,label,confidence,model2_label,model2_confidence,label_binary,model2_label_binary
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",279116 Alin4ik90,04.01.2022,"Уже столько сказано об этом аромате, что даже нечего добавить. Класика. Роскошь. Любовь. Женщина. Любимый аромат моей мамы, моё ароматное я многие годы. И по сей день всегда имею его в запасе. Одеваю редко, в моменты, когда одолевает ностальгия. Кстати, полюбила его, когда мне было 16. В 19 начала носить во всю. В 30+ люблю не меньше. По этому не считаю его возрастным.",positive,liked,0.8991,liked,0.8604,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",55417 rir,11.11.2021,"Ольга2727, возможно, другие его слышат на Вас. У меня та же история- быстро перестаю слышать запах на себе. Это не связано с привыканием, с самого начала было так. И ещё одна особенность. Когда Пятёрка у меня появилась и я пришла в ней на работу, коллега не узнала аромат. Хотя на ней была в этот момент та же Пятёрка и в той же концентрации. Очень индивидуально садится.",neutral,mixed,0.8225,not_liked,0.7514,not_liked,not_liked
Dioressence,Dior,4.11,484,Geranium,Cinnamon,Patchouli,57132 olga.andersson,18.08.2013,"Раздобыла! Винтаж 10 мл наверное с годов 70х с белой пластмассовой закручивающейся крышечкой. 1я фраза пришедшая в голову после глубокого вдоха с запястья : ""Элексир жизни"" :) Даже нет слов передать...Да, действительно  прополисом! на распускающихся весной молоденьких тополинных почках с только только что проклюнувшимися нежными зелеными листочками+ пудровая сладость.",neutral,mixed,0.7609,liked,0.8792,not_liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",239606 snegir33,10.10.2019,"А мне совершенно не нравится. Чувствую на себе только неиндольный жасмин, ирис (который я не люблю) и альдегиды  (аромат глажки хлопка горячим утюгом/ароматизированного школьного ластика), и именно последнее оказывает на меня тяжелый эффект, эффект вдыхания теплого несвежего воздуха, создается ощущение, будто заболеваешь и слегка растет температура, когда теплеет нос",neutral,mixed,0.5839,mixed,0.6321,not_liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",220017 Иго,06.04.2018,"Весна ворвалась в советскую парикмахерскую. Сладкие весенние почки распускаются и Зоя, парикмахер третьего разряда, положив на моё двенадцатилетнее плечо что-то большое и мягкое, деловито делает ""височки""... Прямые. Или всё-таки косые? ))) Весенний доброжелательный, любящий всё и вся, аромат. Свежие, сладкие (в меру) и немного ""ретро"" Еловые Леденцы. Так и называю)).",neutral,mixed,0.525,liked,0.9356,not_liked,liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",200938 nuuk,22.02.2017,"хоть одеколон и недорог по цене, и аромат звучит прямолинейно, всё же не хочется обзывать его совсем уж дешёвым... ну, скажем так, он слишком демократичный)) опасно близок к освежителю воздуха. собственно, так его мой муж и использует в своём рабочем кабинете. и даже не столько для освежения (для этого достаточно окно открыть), а для привнесения бодрящей атмосферы.",neutral,mixed,0.8465,liked,0.5267,not_liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla","329972 SOUL - ""27""",30.07.2022,"Новинка, пушка, бомба. Ну-ну, открываем тетрадки, достаем колбы. Порцию Boccanera, порцию Terroni, еще животины каплю, чуть подсвежим можжевельником, кожа? да плесните! да ну куда столько.....!!! а хотя, знаете, да, флакон в кожу оберните и делаем запуск. На монталь с теренци говорят, мол одно и тоже, но что-то я в Orto Parisi полёта фантазии особо тоже не наблюдаю",neutral,mixed,0.7083,not_liked,0.7515,not_liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",177612 Avd93,10.07.2015,"А ведь очень даже неплохо. Поначалу он меня разочаровал. А сейачс начинает нравится.  Здесь правильно замечено-на данную погоду душного июля-он в тему.  Зелень, но какая то необычная, жизнерадосная, веселая. Ну то есть это не для бородатых мужиков в свитерах у костра с семиструнками и умением петь Галича.  Тут все по другому, все кислит и веселит, в хорошем смысле.",positive,liked,0.6641,liked,0.9592,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",343530 Revyun,06.05.2023,"Я просто без лишних слов скажу, что это мой парфюмерный кошмар. Затест с блоттера оглушил мои рецепторы настолько, что обоняние чего-то другого вернулось только после пол бутылки воды и десятков метров, пройденных по улице (до этого казалось, что аромат этих духов застрял в носу и не хотел оттуда уходить).   Для меня это просто нереальная непромытая прокуренность(",negative,not_liked,0.5772,not_liked,0.7515,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",384109 Mysterious Ray,30.11.2023,"идеальный зимний аромат! костра правда нет, на что я надеялась по отзывам. знакомые говорят, что это шоколадный пирог. но на деле это самые настоящие жареные каштаны - кто пробовал, вспомнит. у них специфичный сладкий аромат. он хорошо сочетается с ванилью и деревом, которых тут много. сладенько, ненавязчиво, жаль что парфюм не стойкий. на одежде держится дольше",positive,liked,0.917,liked,0.9811,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",378648 Ruedeskin,10.10.2023,"Классный аромат – округлый, теплый, сидит близко к коже и появляется на вдохе.   Для меня совсем не пахнет костром, скорее – пряным, слегка алкогольным деревом, кожей, чем-то слегка сладким. Со временем начинает казаться, что это мой родной запах, а не парфюм.   Осенний 100%, думаю зимой тоже будет приятно напшикаться: он очень согревает, обнимает, успокаивает.",positive,liked,0.9889,liked,0.9809,liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",16898 Аняяя,09.10.2021,"Шедевр. Я его наконец-то поняла, захотела и приобрела. Дайте ему время и он раскроется подобно волшебному цветку, и это удивительно! Ведь он совсем другой на старте (или из флакона). Со временем он теплеет, появляется даже небольшая косметическая сладость..тонкое звучание. Какая «бабушка»? Это девушка! )) И самая прекрасная- красивая, ухоженная, НЕОБЫКНОВЕННАЯ!",positive,liked,0.5908,not_liked,0.7514,liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",328366 Psakalov,19.07.2022,"Звучит, как гель для душа йог-ног от лаш. Для меня это жаренные каштаны, жженый сахар, сухие деревяшки и немного «копченого» запаха от костра. Еще есть ассоциации с карамельным попкорном. Но, это только в прохладную погоду, вечер, дождь и т.д. Хочется ими облиться. Лично на мне в теплую солнечную погоду больше раскрывается обычной ванилью. Есть небольшой шлейф.",neutral,mixed,0.6456,mixed,0.6436,not_liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",359919 Ruslanel,20.12.2024,"Ну прикольно, нишево. Как будто заходит прокуренный трудяга с мороза в советский подъезд, где до этого ехал в метро в заполенном вагоне, где запах людей и чужой одежды перемешался с его прокуренной с 2010 года нестиранной черной болоньевой курткой фирмы найк или дубленке. Остановился, радостно выдохнул и выпил граненый стопарик, затем пошел к себе в квартиру.",neutral,mixed,0.5335,not_liked,0.7515,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",252197 YekaterinaK,10.01.2025,"Современная версия мне милее винтажной туалетной воды, так как она легче и не отдаёт «нафталином»… От последней пришлось избавиться, чересчур она всё-таки ретро.  Новая едп — это стиль и комфорт в одном флаконе.   Лично я чувствую здесь аморфную летучесть «воздуха», кисленькую сладость иланга, сухую пудровость ириса и нежную кремовость сандала...  Чудесный ??",neutral,mixed,0.4638,mixed,0.8113,not_liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",394461 Denis Dark,11.02.2024,"Крутой аромат!не для любителей,которые носят versace eros.Для меня это тестостерон во флаконе!аромат очень наглый и напористый.На мой нос он пахнет жестко прокуренной кожей,но не выделанной,от которой еще животинкой пахнет.Надевая этот аромат,чувствуешь себя альфой просто,среди слащавых ароматов.Имеет место быть в коллекции,как самый дерзкий и наглый аромат.",positive,liked,0.9074,not_liked,0.7515,liked,not_liked
Dioressence,Dior,4.11,484,Geranium,Cinnamon,Patchouli,32056 Руша,21.09.2012,"Когда-то самые любимые наряду с Эллипсом-потом Эллипс пропал, но остался Dioressence... через много лет купила новодел.. разочарование полное, позже ещё раз приобрела новодельный Dioressence. уже в отливанте.. разочарование ещё бОльшее, возможно тот, кто помнит старый Dioressence, поймёт..  Согласна, что лучший аромат из Диоров, но только та, старая версия",neutral,mixed,0.6896,not_liked,0.7515,not_liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",114189 Jean-Suer,11.02.2017,"Совершенно согласен что стойкость Крида, безусловно, выше, чище, дороже. Но и цена у Крида)) чуток повыше будет) Скажем так.. Aspen нормальный такой ароматец. Весна-Лето его пора.  В раскрытии очень простой и прямолинейный) Освежился и в путь) Вообщем прохожие носами не крутят) И вообще...Аромат на каждый день, без заморочек. Своих денег безусловно стоит.",positive,liked,0.7848,liked,0.7817,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",382789 KnightIvanhoe,22.01.2024,"А мне пахнут малиной, дорогой кожей, дымным ладаном и сосновым лесом. Никаких жоп, окурков, байкеров и бомжей не заметил. Но да, аромат очень мощный, на уровне Black Afgano первых выпусков. 2 пшика на шею это уже прям перебор, очень сильно душит. Кому зашло, берите 8 мл, при нечастом использовании (аромат явно не на каждый день) хватит до страшного суда.",neutral,mixed,0.5795,mixed,0.8053,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",294669 serg00,27.11.2021,"Если вы когда-либо были возле огромной жаровни, на которой жарят каштаны в мелких камушках - это оно. Только плюс ко всему ещё добавили приторную сладость. Для холодной улицы аромат может быть и хорош, но когда зайдёте в помещение подумайте об (пощадите) окружающих.  У камина бывать не приходилось, но вряд ли его топят каштанами ??... хотя кто знает..",neutral,mixed,0.8299,mixed,0.7857,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",44077 Улыбочка,22.12.2023,"Читаю отзывы и завидую, людям - костры, уют и даже резкость. Я же не чувствую ничего кроме очень лёгкой ванильки, поэтому мне by the fire place пахнет какой-то слабой карамелькой, близко к коже. Я не любитель ароматов вокруг ванили, потому что на себе её не чувствую и она мной воспринимается как нечто простое и невыразительное. Так и с этим парфюмом.",neutral,mixed,0.5252,mixed,0.8186,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",323341 Gerchanovskiy,18.06.2022,"Очень сложный по композиции цветочно-пудровый аромат, достаточно сладкий, но одновременно свежий за счет альдегидов. Старомодный в хорошем смысле этого слова. Стойкий, сильный, шлейфовый. Точно женский и точно вечерний, на мой взгляд скорее зимний. Подарил бабушке 100 мл, у нее очень давно они были, но аромат она почти забыла, но говорит вроде похож)",neutral,mixed,0.7505,liked,0.9907,not_liked,liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",16236 Snob,19.10.2011,"Очень похож  на аромат ""RSVP"" от Kenneth Cole, который выпущен на три года раньше. Учитывая, что ""RSVP"" сейчас купить достаточно сложно, ""The One Gentleman"" будет прекрасной ему заменой, так как ""RSVP"" мне очень и очень сильно нравится.  Мягкий, изящный, красивый, спокойный, на мой вкус всесезонный аромат. Не навязчивый и не кричащий для окружающих.",positive,liked,0.7517,liked,0.6182,liked,liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",17583 казак,02.05.2018,"Ди Парма - классический тройной одеколонЪ, появившийся в конце 19 - го века.  Выпускал его и Генрих Брокар в России, и НЗ в Советах,  современный ""от Наполеона"" его прямой потомок, только итальянец звучит благороднее, без фирменной сивушины НЗ.  Вся жёлтая линейка  похожа на запах таволги, что растёт по берегам рек в Подмосковье, летом опробуете).",neutral,mixed,0.5803,mixed,0.8196,not_liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",245432 Баландина,01.11.2023,"Не напугал ни разу, кожа и животинка, ношу редко из-за усталости от него через полдня. После целого дня ношения и вечернего душа в течение ночи  слышен довольно заметно. Часа через 2 после нанесения проявляется Nasomatto Nudiflorum, но это ненадолго. В целом рада ему в своем шкафу, объем и форм-фактор самое то для немаленького количества флаконов.",neutral,mixed,0.8252,liked,0.6975,not_liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",1392 Nikoleta,21.08.2022,"Смесь Чернного Афганца и Нудифлорум. Стойкость конечно убойная. Нанесла на блоттер потом с него точечно на себя, аромат летал облаком сутки, перелез на одежду и в сумку попал. Пшиком и под нос конечнно не стоит, особенно людям с чувствительным желудком. А так ничего сверх для себя не открыла после Насомато, но любителям такого направления зайдёт.",neutral,mixed,0.6935,liked,0.9687,not_liked,liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",252378 shtaket,15.09.2021,"Субъективно это всё-таки ретро и на большого любителя. На старте идёт ""ретро"", следом сочные морозные цитрусы, которые мне и понравились. Но потом аромат замыливается, классные цитрусы стихают и остаётся просто ""ретро"". Без затеста не советую. P.s.: если не терпится, можно взять denim original - аромат практически тот же, а стоимость в разы ниже.",neutral,mixed,0.7367,mixed,0.8107,not_liked,not_liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",191423 Танцующая волчица,22.12.2019,"Шершавый колкий лимон вначале. Напоминает одеколон "" Цитрон"" который был популярен 35 лет назад. Запах лимонного мыла сдобренного деревяшками и перцем. Для колонь  довольно таки долго сидел на коже. Потом остался аромат чистоты и ретро. Какой прослеживается в ""Антеус"" от Шанель.  Покупала без затеста. Чтобы познакомиться с ароматами этого бренда.",neutral,mixed,0.535,mixed,0.819,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",301765 draculateeth,10.03.2023,"Когда пришла в магазин, искала что-то на осень, теплое и пряное. Понравился на блоттере, пах сырым деревом после дождика, но к сожалению на мне звучит одна гвоздика и может немного каштан, все те деревяшки которые были куда-то испарились и я начала пахнуть как бабушка, которая решила засолить огурцы. Очень жаль, учитывая что держится он неплохо",neutral,mixed,0.7036,mixed,0.5772,not_liked,not_liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",2760 snow,09.09.2011,"Интересно было бы узнать ту Аква ди Парму, которую любили Ава Гарднер, Одри Хэпберн и Грегори Пек... Новая Колониа была бы Идеальным Его Величество Одеколоном, если бы не отдавала химией, начиная с серединных нот. Хотя начало было очень многообещающим - звонкие яркие цитрусы всех мастей, немного лаванды с розмарином... Но после - просто химія.",neutral,mixed,0.6802,liked,0.9367,not_liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",350390 Don_Pepe,28.01.2023,"Запах прокуренной, строго выделанной кожаной куртки, у которой осталось легкое амбре вчерашних цветочных духов.  Очень брутально и кайфово. И да, есть что-то такое сексуальное и запретное) Стойкость прибейкувалдная. Строго один-два пшика, иначе гарантированно убьет все офисные носы. Хотя сомневаюсь, что такую красоту надо носить именно туда)",positive,liked,0.5741,mixed,0.7264,liked,not_liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",9292 pure_bo,06.07.2023,"Сегодня выдалась возможность послушать. Ну я удивлена, конечно. Удивлена комментариями. Где там грязные бомжи? Где навоз?  Грубая мощная кожа, костры, шпалы, уд. Аромат черно-белого постапокалиптического фильма.  Животных нот я вообще не ощущаю.  Фонит очень сильно. Положила блоттер в карман и словно он у меня под носом.  Захотелось купить.",neutral,mixed,0.6793,mixed,0.8229,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",249275 Amrin@,05.08.2023,"Отсылает к старине, пышным пыльным платьям и атмосфере 80-х. Сначала сильно пахнет цветочным мылом, но в базе приятно запудривается. Нравится временами, иногда он кажется вполне нежным и современно уходовым, а порой устаревшим во всех смыслах. Подумала, что хочу маленький флакончик иметь на полке - для души, для таких редких особых случаев.",neutral,mixed,0.833,liked,0.9752,not_liked,liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",162933 catholic_nun,23.01.2025,"Может уже стоит завести какую-то отдельную тему на форуме для всех чушпанов, считающих обязательным нагадить в комментах к классическим парфюмам единственным им известным способом - сравнением с ""бабками""? Пусть они там с единомышленниками самоудовлетворяются вприсядку на свою самопровозглашенную юность, умело подчеркнутую амбродеревяхами.",neutral,mixed,0.8284,mixed,0.8219,not_liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",322667 kara_the_cat,31.07.2023,"После первого нанесения ощущение, будто руками почистил апельсин от кожуры и остается приятный свежий аромат, даже после мытья рук. Мама говорит, что я пахну бабкой, а мне в целом все равно, потому что тут альдегиды дают самую приятную мне свежесть, еще и легкий древесный след с ирисом. С удовольствием ношу настоявшийся флакон 2003 года.",positive,liked,0.8534,not_liked,0.7515,liked,not_liked
Acqua di Parma Colonia,Acqua di Parma,4.01,1498,"Ozonic notes, Bergamot, Orange, Petitgrain","Narcissus, Jasmine Sambac, Coriander","White Musk, Cedar, Patchouli",83781 9-na,04.10.2012,"Дарили. Обожала его. Один из моих любимых одеколонов. Мягкий, но сильный. Сладкий, но свежий. Не слишком сладкий и не слишком свежий, а нормальный, с капелькой табака и моря. И никто не верил, если я говорила, что это одеколон. Женщины спрашивали, что это такое женственное и милое на мне, мужчины подходили ближе, чтобы занюхать еще раз.",positive,liked,0.606,liked,0.9812,liked,liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",1047 freu,22.03.2021,"Отчаянно-синтетическая горелая карамель. Довольно симпатичная композиция для рум-спрея. Да, сладкая, теплая, дразнящая. В качестве парфюмерии меня такие вещи разочаровывают. Не дым здесь, а именно горелость, не дрова в этом камине, а пластик сдобренный сахаром. Это звучит довольно интересно, но мне такие вещи приедаются со второго раза.",neutral,mixed,0.4867,not_liked,0.7515,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",300143 GG77,11.11.2023,"Комментаторы были настолько убедительны, что чуть не купил без затеста флакон Ameer Al Oudh Intense Oud, на радостях ""бюджетного fireplace"". Так вот, они не только не похожи, но даже лежат на разных копченых полках. Если тут сладость и ванилька, то там даже наличие сахара никак не гасит моно деревяшки. Так что, у этого камина я надолго.",neutral,mixed,0.8255,not_liked,0.7515,not_liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",198202 mcgevin,07.11.2016,"Есть такой одноименный американский крутой и популярный горнолыжный курорт. Aspen в его духе. Богатый по составу нот зеленый и очень мужской фужер. С учетом лидерства нот пихты и кедра я его рекомендую для холодного периода года. Лидер по соотношению качество/цена. Идеологически близок к Irish Tweed Creed, а стоит при этом сущие гроши.",positive,liked,0.9446,liked,0.949,liked,liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",145396 Alexxstylist,27.01.2014,"Простой, милый и жизнерадостный! На мне солирует перчик, подслащенный ванилью, лаванда с пачулями где-то далеко на заднем плане моментами проскальзывают. Приятный, нежный шлейф. Не брутальный, не агрессивный и никого не раздражает. Как говорится и пир, и в мир и в добрые люди. Согласен, пусть не шедевр, но вполне достойный ароматец))",positive,liked,0.9868,liked,0.9907,liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",347252 The Diary of Jane,29.12.2022,"Попробовала ровно четыре часа назад... это сущий ад. Он меня задушил своей потниной с одного пшика. Для меня это потный, грязный, немытый мужик, который к тебе пристаёт и ты никак не можешь от него отделаться, со временем он успокаивается, предлагает тебе сладкое... но это всё тот же потный грязный мужик. Стопроцентно не моя история.",negative,not_liked,0.5587,not_liked,0.7515,not_liked,not_liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",9797 vict0r,20.08.2012,"я в нем явно чувствую синтетическу ноту...от которой подташнивает из-за этого пользоваться им не смогу да и не хочу. Не оригинален, где-то что-то подобное слышал, но более качественное без такой явной химозности. И вообще лаванда и ваниль в мужской парфюмерии мне теперь не нравятся. В дуэте они создают какую-то неприятную пудровость",neutral,mixed,0.6885,mixed,0.5683,not_liked,not_liked
Black Pearls,Elizabeth Taylor,3.82,779,"Peach, Gardenia, Bergamot","White Rose, Lotus, Water Lily","Sandalwood, Amber, Musk",41909 enota,08.05.2015,"Слушая данный аромат, мне представляется элегантная дама в маленьком черном платье с ниткой жемчуга и высокой прической. Кремовая гардения с некоторой припыленностью, легкий оттенок персика, нагретого солнцем. Нежный запах ухоженности и хорошего вкуса. Насчет стойкости - на мне 3-4 часа, вечером от волос еще доносился легкий аромат.",positive,liked,0.8202,mixed,0.762,liked,not_liked
The One Gentleman,Dolce Gabbana,3.92,1607,Pepper,"Lavender, Cardamom, Watercress","Vanille, Patchouli",42200 cepexka,18.05.2015,"Аромат получил в подарок по акции. Если уж посмотреть даренному коню в зубы, вряд ли купил бы. Люблю более оригинальные ароматы. Стойкость средняя. Но то недолгое время которое он играет, остается очень приятное впечатление. И зимой ""теплит"". Приятный аромат, не более того.  Рекомендовал бы ребятам, который не любят кричать о себе.",positive,liked,0.9438,mixed,0.8108,liked,not_liked
Chanel No 5 Eau de Parfum,Chanel,3.6,11565,"Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver",280604 ЯАннета,21.08.2021,"Когда же и я смогу услышать описанную здесь красоту? Бывало нанесёшь и кажется - ну вот, сегодня точно! Но нет… альдегиды, альдегиды, ладан, тяжесть. А счастье было так возможно, так казалось, почти достижимо! Стоит непонятая и непризнанная моей лимбической системой. Может быть когда-нибудь, кто знает!  P.S. Противопоказана в жару.",neutral,mixed,0.4956,not_liked,0.7515,not_liked,not_liked
By the Fireplace,Maison Margiela,4.21,24439,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",434663 tatidogadina,06.01.2025,"Словно уютным зимним вечером греюсь у камина, в кашемировом свитере и с кружкой пряного чая. В камине потрескивают дрова. Дымящиеся поленья я ощущаю наиболее отчётливо. А порой просто дым. И ваниль, она здесь действительно благородная.  By the fireplace бесспорно красивый, но у меня с ним любви не случилось. Не моё, как оказалось.",positive,liked,0.7302,mixed,0.6301,liked,not_liked
Aspen For Men,Coty,3.92,1842,"Green Notes, Bergamot, Lemon","Lavender, Juniper, Geranium, Coriander, Cyclamen, Orange Blossom, Jasmine","Balsam Fir, Cedar, Oakmoss, Musk, Ambergris",256601 Дядя Миша,19.09.2020,"Пишу свое личное мнение обывателя:приятный освежающий аромат. Дома всем понравился без исключения(2 человека помимо меня). Стойкость меня устраивает,  часов 6 есть. Если пшикнуть на плечи и между лопатками- в общем три пшика и лечь на подушку в середине дня - то аромат слышен и на следующее утро с подушки. У меня производства США.",neutral,mixed,0.8167,liked,0.941,not_liked,liked
Cuoium,Orto Parisi,3.96,3232,"Animal notes, Woody Notes",Violet,"Leather, Incense, Cade oil, Cedar, Labdanum, Patchouli, Vanilla",128664 Russslan1,22.08.2024,"monolit и arch1t3ct очень точно и по простому описали этот аромат, без напыщенно-фантазийного парфманьячного снобизма. А если еще проще, то в шлейфе с другого человека пахнет как от сморщенной недели три немытой попы, о чем кстати указал и сам автор внутри упаковки с товарным флаконом, что именно этот запах пытался воспроизвести.",neutral,mixed,0.7985,not_liked,0.7515,not_liked,not_liked
