title,body,date,source,sentiment_score,article_type,sectors,tickers,positive_market_impact
Совет директоров «Росгосстраха» рекомендовал не объявлять дивиденды за 2023 год,Годовое общее собрание акционеров «Росгосстраха» пройдет 30 июня,2024-05-30,finam,0.0,finance,['Energy'],['GAZP'],0.0
Экономика российских регионов продолжает расти,При этом повышение доходов и кредитования поддерживало потребительскую активность,2024-05-30,finam,0.5,finance,['Financial Service'],[],1.0
"Налоговая реформа - для 97% россиян, по словам Силуанова, ничего не поменяется",Из 64 млн работающих граждан изменения в НДФЛ затронут только 2 млн,2024-05-30,finam,0.5,finance,['Financial Service'],[],1.0
Правительство России одобрило налоговый пакет Минфина,"Кроме того, одобрены поправки в Закон о бюджете",2024-05-30,finam,0.5,finance,"['Technology', 'Communication Services']",['VKCO'],1.0
"Средняя эффективность госпрограмм в 2023 году составила 94,3%",Всего в минувшем году работа велась над 50 государственными программами,2024-05-30,finam,1.0,finance,"['Energy', 'Industrials']",['no tickers'],1.0
Минфин России не исключает корректировку налоговой нагрузки рентных отраслей,"Анализ рентных секторов экономики страны пока продолжается и, по словам Силуанова, еще есть над чем работать по налогообложению этих отраслей",2024-05-30,finam,0.0,politics,[],[],0.0
"Россияне стали больше получать, сберегать и инвестировать","Растет и доля желающих улучшить свои жилищные условия за счет ипотеки
",2024-05-30,finam,0.7,finance,"['Financial Service', 'Energy', 'Basic Materials', 'Communication Services', 'Industrials']","['AFKS', 'VKCO', 'TRNFP', 'RUAL', 'RASP']",1.0
Акции “Элемента” начали торги на бирже с позитива,"Расчеты по сделкам с ценными бумагами ELMT будут осуществляться в рублях, минимальный лот - 1000 акций
",2024-05-30,finam,0.3,politics,"['Energy', 'Basic Materials']",[],1.0
"Международные резервы РФ выросли за неделю на $2,2 млрд","Объем международных резервов по состоянию на 24 мая составил $605,9 млрд",2024-05-30,finam,0.8,finance,"['Consumer Cyclical', 'Industrials']",['AVAZ'],1.0
«Норникель» улучшил прогноз по рынку никеля,"Компания ожидает в 2024 году профицит никеля в объеме около 100 тыс. тонн, а не 190 тыс., как прогнозировали ранее",2024-05-30,finam,-0.7,finance,"['Energy', 'Basic Materials']",['GAZP'],0.0
В традиционно убыточный 1 квартал “Аэрофлот” впервые получил прибыль,"Показатель составил 1,1 млрд рублей против убытка 46,5 млрд рублей в 1 квартале 2023 года 
",2024-05-30,finam,0.5,technical analysis,"['Technology', 'Consumer Cyclical']",['no tickers'],1.0
"Промежуточные дивиденды ""Займера"" составят 4,58 рубля на акцию","Дата, на которую определяются лица, имеющие право на получение дивидендов, - 9 июня 2024 года",2024-05-30,finam,0.0,finance,['Financial Service'],[],0.0
Российский рынок тяготеет к снижению,Значимого повода для роста у акций пока нет. На глобальных рынках ускорились распродажи,2024-05-30,finam,0.7,finance,"['Communication Services', 'Consumer Cyclical']",['MTSS'],1.0
Налоговая нагрузка на бизнес возрастет,Налоговая реформа – обзор ключевых предложений Минфина,2024-05-30,finam,0.7,finance,['Basic Materials'],['ALRS'],1.0
"СД ""Элемента"" рекомендует выплатить за 2023 год 0,95 млрд рублей дивидендов","30 июня 2024 года состоится ГОСА по вопросу распределения прибыли
",2024-05-30,finam,0.1,finance,"['Financial Service', 'Energy', 'Industrials']","['GAZP', 'OGKB', 'TRMK']",1.0
«КуйбышевАзот» открыл производство полимер-композиционных материалов в Индии,Доля  ПАО «КуйбышевАзот» в совместном предприятии Kuibyshevazot Engineering Plastics (India) Pvt. Ltd составляет 80%,2024-05-30,finam,0.0,finance,"['Energy', 'Financial Service']","['GAZP', 'OGKB']",0.0
"Прибыль «Транснефти» за 1 квартал 2024 года по МСФО выросла на 4,75%","Выручка компании в январе-марте увеличилась на 17,5%",2024-05-30,finam,0.2,finance,"['Financial Service', 'Energy']",['no tickers'],1.0
"""НоваБев Групп"" увеличит уставный капитал",В ходе процесса каждый акционер получит бесплатно семь новых акций на каждую ранее приобретенную,2024-05-30,finam,0.0,finance,['Industrials'],['no tickers'],0.0
"""Элемент"" привлек 15 млрд рублей в результате IPO","Сделка стала крупнейшей на российском фондовом рынке за последние годы
",2024-05-30,finam,-0.7,politics,['Communication Services'],"['MTSS', 'MFON', 'VIMP']",0.0
Ингредиенты для окрошки за год подорожали в среднем на 10%,"Наибольший рост средней цены наблюдается за упаковку яиц. Относительно показателей мая 2023 года средняя стоимость десятка яиц выросла на 40% и составляет 121 рубль
",2024-05-30,finam,0.2,finance,['Consumer Defensive'],['no tickers'],1.0
"Чистая прибыль КЛВЗ «Кристалл» по РСБУ за 1 квартал 2024 года возросла на 71,2%","Выручка за январь-март составила 752,7 млн рублей, увеличившись на 22,3%",2024-05-30,finam,0.0,finance,['Financial Service'],[],0.0
Россиянам нужно около 35 тысяч рублей на сборы в отпуск,"Сегодня минимальный отпускной набор, выглядит так: чемодан, купальник или плавки, платье или шорты, шляпа и очки, пляжная обувь и кроссовки, а также косметика для загара
",2024-05-30,finam,0.2,finance,"['Energy', 'Industrials', 'Consumer Cyclical', 'Technology', 'Healthcare']","['TRNFP', 'GMKN', 'QIWI', 'UNPR', 'PHOR']",1.0
Эксперты составили портрет покупателя на рынке ИЖС в 2024 году,"Теперь женщины  оформляют примерно 45% кредитов на рынке индивидуального жилищного строительства 
",2024-05-30,finam,0.0,finance,"['Industrials', 'Financial Service']",['RZHD'],0.0
"""Совкомфлот"" может выплатить дивиденды-2023 в размере 11,27 руб. на акцию",Годовое общее собрание акционеров пройдет в форме заочного голосования 30 июня 2024 года,2024-05-30,finam,0.1,finance,['Technology'],['no tickers'],1.0
Российский рынок растет вопреки внешнему негативу,"В числе аутсайдеров - акции ТМК, которая объявила о проведении SPO",2024-05-30,finam,0.0,finance,"['Financial Service', 'Technology']",['no tickers'],0.0
Российский рынок акций - волатильность и непредсказуемость,Эксперты советуют пока воздержаться от активных покупок и дождаться стабилизации рынка,2024-05-30,finam,-0.5,opinions,['Financial Service'],['no tickers'],0.0
Акционер ТМК продает около 2% акций компании в рамках SPO,Покупатели акций ТМК в ходе SPO получат дивиденды по результатам 2023 года,2024-05-30,finam,0.3,finance,['Energy'],['BRNT'],1.0
Правительство рассмотрит предложения Минфина по налогам - основные события 30 мая,"Сегодня также будут опубликованы финрезультаты “Аэрофлота” по МСФО за 1 квартал, а акции ""Элемента"" начнут торговаться на ""СПБ Бирже""
",2024-05-30,finam,-0.5,finance,['Energy'],['no tickers'],0.0
"В Азии наблюдаются продажи, нефть дешевеет",Рубль на валютной секции Московской биржи утром показывает разнонаправленную динамику,2024-05-30,finam,1.0,finance,"['Financial Service', 'Energy']","['SBER', 'RUB', 'GAZP']",1.0
"Суд взыскал 238,6 млн евро с Deutsche Bank по иску «Русхимальянса»",Арбитражный суд Санкт-Петербурга и Ленинградской области полностью удовлетворил денежное требование истца,2024-05-29,finam,0.5,finance,"['Financial Service', 'Consumer Cyclical']",['FINAM'],1.0
"«Газпром» в 2023 году снизил добычу газа на 13,9%","Показатель составил 355,23 млрд кубометров",2024-05-29,finam,0.5,finance,['Basic Materials'],['SIBN'],1.0
Рынок в зоне турбулентности,"Инвесторы без оптимизма воспринимают сообщения о предложенных Минфином налоговых изменениях с 2025 года, которые могут повлиять на бизнес-решения эмитентов, на их потенциальную возможность и желание выплачивать дивиденды",2024-05-29,finam,0.5,finance,"['Financial Service', 'Energy']",['TRNFP'],1.0
ЦБ будет принимать решение по ставке с учетом налоговых предложений Минфина,Налоговые поправки будут одним из значимых факторов,2024-05-29,finam,0.0,finance,['Financial Service'],[],0.0
"Производство бензина в России в январе-апреле снизилось на 1,7%, дизтоплива – на 3,1%","Добыча газа выросла на 8,8%, производство СПГ увеличилось на 4,9%",2024-05-29,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
"Инфляция в России на 27 мая год к году составила 8,07%","За неделю с 21 по 27 мая 2024 года на потребительском рынке инфляция в России замедлилась до 0,1%
",2024-05-29,finam,-0.1,finance,"['Financial Service', 'Energy', 'Industrials', 'Basic Materials']","['MOEX', 'GAZP', 'LKOH', 'ROSN', 'TRANSN']",0.0
Совет директоров «Полюса» рекомендовал не выплачивать дивиденды за 2023 год,"Акции компании упали на 1,66%",2024-05-29,finam,-0.5,finance,['Energy'],['URALS'],0.0
"Чистая прибыль «Россети Московский регион» по МСФО за 1 квартал снизилась на 26,5%","Выручка увеличилась на 6,8%",2024-05-29,finam,0.0,finance,"['Financial Service', 'Basic Materials']",['RUAL'],0.0
"«Росбанк» в рамках сделки по вхождению в «ТКС Холдинг» получил оценку в 1,05 капитала",На фоне этих новостей акции «Росбанка» дорожают на 9%,2024-05-29,finam,0.1,finance,['Industrials'],['RZHD'],1.0
"Совет директоров «Диасофта» рекомендовал квартальный дивиденд в 28,6 рубля на акцию","Всего на выплату квартальных дивидендов компания планирует направить 300,3 млн рублей",2024-05-29,finam,0.5,finance,"['Real Estate', 'Technology']",[],1.0
"Чистая прибыль «ТрансКонтейнера» по МСФО в 1 квартале упала до 2,7 млрд рублей","Выручка снизилась до 43,4 млрд рублей",2024-05-29,finam,0.5,finance,"['Energy', 'Financial Service']",['TRNFP'],1.0
Чистая прибыль «ТНС Энерго Кубань» выросла в 2023 году втрое,"Выручка при этом увеличилась с 60,748 млрд рублей годом ранее до 67,662 млрд рублей",2024-05-29,finam,0.0,finance,['Financial Service'],['VKCO'],0.0
Yandex Cloud тестирует технологию для генерации ответов на вопросы пользователей,Технология генеративного ответа реализована на базе YandexGPT 3 и позволит компаниям автоматизировать текстовую коммуникацию с пользователями,2024-05-29,finam,0.1,finance,"['Industrials', 'Basic Materials']",['RZHD'],1.0
"Прибыль «РусГидро» за 1 квартал 2024 года по МСФО снизилась на 39,3%","Выручка в янврае-марте увеличилась на 9,7%",2024-05-29,finam,0.1,finance,"['Financial Service', 'Energy', 'Consumer Cyclical']","['CIAN', 'UPRO', 'VTBR', 'MOEX', 'TCS']",1.0
Производители удобрений полностью обеспечили спрос аграриев для весенних полевых работ,"Российский АПК с начала года приобрел 3,3 млн тонн минеральных удобрений",2024-05-29,finam,-0.05,finance,"['Technology', 'Communication Services']",['HHRU'],0.0
Российский рынок акций – не время для покупок?,"Участники торгов сегодня оценивают налоговые новшества, предложенные Минфином",2024-05-29,finam,0.0,finance,"['Financial Service', 'Energy']","['GAZP', 'SBER', 'TATN']",0.0
«Экспобанк» завершил сделку по приобретению российской «дочки» HSBC,Приобретенный банк продолжит свою работу под новым наименованием,2024-05-29,finam,0.5,finance,"['Energy', 'Financial Service', 'Basic Materials', 'Consumer Cyclical', 'Utilities']","['MOEX', 'GAZP']",1.0
"«Россети Урал» увеличили чистую прибыль по МСФО в 1 квартале до 5,7 млрд рублей","Выручка выросла до 29,8 млрд рублей",2024-05-29,finam,0.2,finance,['Energy'],"['TRNF', 'ROSN']",1.0
"Финальный дивиденд ""Новошипа"" составит 50 копеек на акцию",ГОСА пройдет 28 июня,2024-05-29,finam,0.5,finance,"['Industrials', 'Basic Materials', 'Consumer Cyclical', 'Consumer Defensive', 'Financial Service']","['GAZP', 'ROSN', 'LSNG', 'AKRN', 'CHMF']",1.0
Банк России с 1 июня запустит службу финансового мониторинга и валютного контроля,При этом департамент финансового мониторинга и валютного контроля будет упразднен с 28 декабря текущего года,2024-05-29,finam,0.0,finance,"['Industrials', 'Utilities']","['AFLT', 'MNGS']",0.0
СДЭК частично восстановил работу после трехдневного сбоя,"26 мая СДЭК столкнулся с масштабным техническим сбоем, ответственность за который взяли хакеры",2024-05-29,finam,0.0,finance,['Financial Service'],[],0.0
«Райффайзенбанк» остановит исходящие платежи в долларах с 10 июня,При этом ограничения не коснутся входящих платежей в долларах,2024-05-29,finam,-0.1,finance,"['Financial Service', 'Energy', 'Communication Services']","['GAZP', 'SBER', 'YNDX']",0.0
«АВТОВАЗ» заехал на Ozon,На пилотной стадии проекта покупка автомобилей Lada на Ozon будет доступна клиентам из Сочи,2024-05-29,finam,-0.5,finance,['Basic Materials'],[],0.0
"Акционеры «Уралсиба» утвердили дивиденды за 2023 год в размере 0,027 рубля на акцию",Последним днем для покупки акций «Уралсиба» под дивиденд в режиме Т+1 станет 3 июня,2024-05-29,finam,-0.2,finance,['Energy'],['MOEX'],0.0
Правительство рассмотрит налоговые предложения Минфина 30 мая,"Правительственная комиссия по законопроектной деятельности рассмотрела и одобрила внесенный Минфином пакет законопроектов, включающий в себя налоговые предложения 
",2024-05-29,finam,0.5,finance,"['Energy', 'Industrials']",['no tickers'],1.0
"ВТБ заявляет, что пока рано говорить о возможности выплаты дивидендов за 2024 год","Такая возможность во многом будет зависеть от достаточности капитала, а более определенной информации на этот счет стоит ожидать в начале 2025 года",2024-05-29,finam,-0.5,finance,['Consumer Defensive'],[],0.0
«ЮТэйр» оставит акционеров без дивидендов за 2023 год,ГОСА компании пройдет 28 июня,2024-05-29,finam,0.0,politics,['Consumer Defensive'],[],0.0
"Совет директоров «Уфаоргсинтез» рекомендовал дивиденды-2023 в 0,1 рубля на «префы»",На обыкновенные акции рекомендовано дивиденды не выплачивать,2024-05-29,finam,0.8,finance,"['Financial Service', 'Energy', 'Consumer Defensive', 'Technology']","['VTBR', 'QIWI', 'TRNFP', 'MSRS', 'TMKS']",1.0
Акции «ФосАгро» и «Акрона» отреагировали снижением на предложение Минфина увеличить НДПИ,Рубль слабеет по отношению к мировым валютам,2024-05-29,finam,0.5,finance,['Utilities'],['RSTI'],1.0
"Прибыль ВТБ по МСФО за 4 месяца снизилась на 2,4%",По итогам апреля прибыль выросла на 32%,2024-05-29,finam,-0.3,finance,['Financial Service'],['no tickers'],0.0
IVA Technologies установила ценовой диапазон IPO на уровне 280-300 рублей за акцию,"Такая оценка соответствует рыночной капитализации в диапазоне от 28 до 30 млрд рублей
",2024-05-29,finam,0.1,finance,[],[],1.0
Драйверы для роста российского рынка отсутствуют,От сильной просадки рынок спасут нефть и новости от Минфина по новой шкале НДФЛ,2024-05-29,finam,-0.7,finance,"['Financial Service', 'Energy']",['LKOH'],0.0
НЛМК ведет переговоры по продаже активов в США,"В покупке заинтересована американская Cleveland-Cliffs, которая может оценить активы НЛМК в США в более чем $500 млн
",2024-05-29,finam,0.5,finance,['Energy'],['GAZP'],1.0
"Минфин предложил рост НДПИ по железу и минеральным удобрениям, акциз на азотные удобрения","Новые ставки вступят в силу с 1 января 2025 года
",2024-05-29,finam,0.7,finance,['Industrials'],['no tickers'],1.0
«РусГидро» отчитается за квартал - основные события 29 мая,Совет директоров «Совкомфлота» даст рекомендации по дивидендам по итогам 2023 года,2024-05-29,finam,-0.5,opinions,"['Financial Service', 'Consumer Cyclical']",['no tickers'],0.0
Акции IVA Technologies допущены к торгам на Мосбирже с 4 июня,"Акции получили второй уровень листинга
",2024-05-29,finam,0.7,finance,['Utilities'],['MRKZ.ME'],1.0
"В Азии преобладают негативные настроения, нефть стабильна",Рубль на валютной секции Московской биржи утром показывает разнонаправленную динамику,2024-05-29,finam,0.1,finance,"['Healthcare', 'Financial Service']",['MDMG'],1.0
Минфин внес в правительство проект налоговой реформы,"Как уточнили в Минфине, налоговые изменения коснутся только 3,2% работающих людей или 2 млн человек из 64 млн работающего населения",2024-05-28,finam,0.5,finance,"['Financial Service', 'Utilities', 'Real Estate', 'Consumer Defensive']","['VTBR', 'TGKA', 'RSTI', 'CIAN', 'QIWI']",1.0
Российский рынок в раздумьях,"После просадки в понедельник рынок возвращается к росту, однако у инвесторов пока нет поводов на для роста, ни для падения",2024-05-28,finam,0.3,finance,['Financial Service'],['VTBR'],1.0
"""Россети"" оставят акционеров без дивидендов за 2023 год",Годовое общее собрание акционеров запланировано на 28 июня,2024-05-28,finam,-0.3,finance,['Financial Service'],['VTBR'],0.0
Проблемы с платежами стали одним из факторов укрепления рубля,"Если решение проблемы с платежами за импорт затянется, внешнеторговое сальдо может сохраняться повышенным, это поддержит рубль",2024-05-28,finam,0.2,finance,"['Financial Service', 'Energy', 'Technology', 'Consumer Cyclical']","['RSTI', 'RNSS', 'TRNFP', 'MVID', 'HYDR', 'AFLT']",1.0
"""Мать и дитя"" завершила редомициляцию в Россию","Торги акциями МКПАО возобновятся на Московской бирже после завершения мероприятий по автоматической конвертации ГДР в акции МКПАО
",2024-05-28,finam,0.5,finance,['Financial Service'],['VTBR'],1.0
Новак поручил принять меры для недопущения серого экспорта нефтепродуктов,"По словам Новака, цены на топливо в оптовом и розничном сегментах остаются стабильными, дефицит отсутствует",2024-05-28,finam,0.0,technical analysis,"['Financial Service', 'Energy', 'Basic Materials', 'Technology']","['MOEX', 'GAZP', 'SBER', 'BELU', 'POSI']",0.0
Индийская Reliance заключила сделку с «Роснефтью» на закупку нефти в рублях,"В рамках соглашения, заключенного на год, Reliance будет закупать не менее 3 млн баррелей нефти в месяц",2024-05-28,finam,0.0,others,[],[],0.0
29 мая Минфин не будет проводить размещение ОФЗ в связи с волатильностью на финрынках,Плановый объем размещения ОФЗ Минфином во 2 квартале составляет 1 трлн рублей,2024-05-28,finam,0.5,finance,['Healthcare'],"['EMMC', 'MOMD']",1.0
Госдума дала гражданам право самим продавать ипотечный залог,"Закон применяется к ипотечным кредитам, взятым в не связанных с предпринимательством целях",2024-05-28,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
И снова рост?,"Российский рынок в моменте нащупал «дно» и решил отскочить. Сейчас участников рынка волнует, что же будет дальше",2024-05-28,finam,0.0,finance,"['Financial Service', 'Energy']",['MOEX'],0.0
FESCO запустила контейнерные перевозки в Россию из ОАЭ через Индию,"Основу грузопотока в импорте будут составлять бытовая техника и электроника, тогда как в экспорте — продукция предприятий лесопромышленного комплекса и сельскохозяйственные грузы",2024-05-28,finam,0.1,finance,"['Energy', 'Financial Service', 'Basic Materials', 'Consumer Defensive', 'Industrials']","['LKOH', 'GAZP', 'BANE', 'NVTK', 'SNGS']",1.0
Банк России рекомендует раскрывать больше информации при проведении IPO,"Сейчас только отдельные компании сообщают о том, как будут распределяться акции на IPO",2024-05-28,finam,0.5,finance,"['Industrials', 'Basic Materials', 'Energy']","['FIVE', 'MAGN', 'ALRS']",1.0
Госдума ратифицировала соглашение СНГ о свободной торговле услугами,"Соглашение предусматривает безопасность и защиту вложенных инвестиций и торговли услугами, предоставление режима наибольшего благоприятствования и национального режима
",2024-05-28,finam,1.0,finance,['Basic Materials'],['PHOR'],1.0
«Газпром нефть» начала добычу углеводородов на участке ЗА Уренгойского месторождения,"Новый производственный комплекс обеспечит ежегодную поставку до 5 млрд куб. м газа и 1,5 млн тонн конденсата",2024-05-28,finam,0.5,finance,"['Consumer Cyclical', 'Consumer Defensive', 'Financial Service']",['no tickers'],1.0
«СПБ Банк» переведёт акции Yandex N.V. на торговые разделы для их биржевого обмена,"Перевод между счетами произойдет за несколько дней до даты биржевого обмена, который запланирован на 8 июля.",2024-05-28,finam,0.5,finance,[],[],1.0
"Чистая прибыль «АЛРОСА» по РСБУ в 1 квартале упала до 20,4 млрд рублей","Выручка выросла до 99,6 млрд рублей",2024-05-28,finam,0.1,finance,"['Industrials', 'Basic Materials']",['no tickers'],1.0
«Яндекс» запустил облегчённую версию генеративной нейросети YandexGPT 3 Lite,"YandexGPT 3 Lite превзошла модель предыдущего поколения по многим параметрам, выяснили разработчики «Яндекса»",2024-05-28,finam,0.5,finance,[],[],1.0
СД “СИБУРа” рекомендует выплатить дивиденды по результатам 1 квартала,"12,4 рубля на одну обыкновенную акцию
",2024-05-28,finam,-0.3,finance,['Consumer Defensive'],"['RU:MAGN', 'RU:LSRG']",0.0
Прибыль банковского сектора в апреле выросла на 13% - до 305 млрд рублей,"Рост прибыли обусловлен снижением отчислений в резервы
",2024-05-28,finam,1.0,finance,['Financial Service'],['SFIN'],1.0
Книга заявок в рамках IPO группы «Элемент» была переподписана,"Поступили заявки от большинства крупнейших институциональных инвесторов, ожидается подтверждение от ряда других игроков",2024-05-28,finam,0.0,finance,['Energy'],"['GAZP', 'SIBN', 'ROSN', 'LKOH']",0.0
Банк России выпускает памятную монету в честь 650-летия основания Кирова,Тираж серебряной монеты номиналом 3 рубля составляет 3 тысячи штук,2024-05-28,finam,0.5,finance,['Consumer Cyclical'],[],1.0
Доходы региональных бюджетов России выросли в 1 квартале почти на 2%,"Расходы между тем увеличились на 5,4% и составили 3,9 трлн рублей",2024-05-28,finam,0.3,finance,['Energy'],['LKOH'],1.0
Российский рынок не может определиться с динамикой на старте торгов,Рубль продолжает укрепляться к доллару и юаню,2024-05-28,finam,0.5,technical analysis,"['Healthcare', 'Technology']",['no tickers'],1.0
Миллиардеры Евтушенков и Максимов создают СП в области кибербезопасности,"Компания будет создана уже в этом году, объем планируемых инвестиций в СП не раскрывается",2024-05-28,finam,1.0,finance,['Consumer Defensive'],['AQUA'],1.0
Банки Турции обещают россиянам расширить прием платежей,"С июня расчеты с Россией могут возобновиться по новому списку продукции
",2024-05-28,finam,-0.3,finance,"['Utilities', 'Financial Service']",['IRAO'],0.0
СДЭК столкнулся с обширным техническим сбоем в связи с кибератакой,Логистическая компания не принимает заказы и не отправляет посылки уже третий день,2024-05-28,finam,0.0,technical analysis,['Technology'],['OZON'],0.0
"СД ""ФСК-Россети"" даст рекомендации по дивидендам - основные события 28 мая","Также сегодня Henderson опубликует операционные показатели за апрель 2024 года и проведет День инвестора
",2024-05-28,finam,0.7,finance,['Utilities'],['RSTI'],1.0
"ЦБ разъяснил расчеты по бумагам, перешедшим к дружественным владельцам","На выплаты по таким ценным бумагам не распространяется установленное пунктом 8 указа № 95 требование об их зачислении на банковские счета типа “С”
",2024-05-27,finam,-0.5,finance,"['Energy', 'Industrials']",['RTKM'],0.0
“Башнефть” готова выплатить финальные дивиденды,"249,69 рубля на 1 размещенную обыкновенную акцию и столько же - на привилегированную 
",2024-05-27,finam,-0.5,finance,['Real Estate'],['ETLN'],0.0
На рынок пришла паника,"""Медведи"" полноценно завладели рынком",2024-05-27,finam,0.5,finance,['Real Estate'],['PIKK'],1.0
"Совет директоров АФК «Система» рекомендовал дивиденды-2023 в размере 0,52 рубля на акцию",Годовое собрание акционеров пройдет 28 июня в заочной форме,2024-05-27,finam,-0.1,finance,['Real Estate'],['ETLN'],0.0
"""Роснефть"" может выплатить дивиденды","29,1 рубля на акцию - рекомендация совета директоров 
",2024-05-27,finam,-0.1,finance,"['Financial Service', 'Energy', 'Basic Materials']","['TGKA', 'NLMK', 'MTLR', 'BANE', 'UPRO', 'MOEX']",0.0
"Выручка «ФосАгро» за 1 квартал выросла на 2,7%","EBITDA компании составила 39,1 млрд рублей, снизившись на 29,5%",2024-05-27,finam,0.1,finance,"['Energy', 'Financial Service', 'Basic Materials']","['GAZP', 'LKOH', 'ROSN', 'TRNFP', 'SBER']",1.0
«ФосАгро» планирует в 2024 году направить на инвестиции рекордные 73 млрд рублей,"При этом компания рассчитывает на достижение нового производственного рекорда по итогам года и преодоление рубежа в 11,5 млн тонн.",2024-05-27,finam,0.0,finance,"['Financial Service', 'Basic Materials', 'Technology']","['SVST', 'ALRS', 'MGNT', 'SGZH', 'MTLR']",0.0
Совет директоров «ФосАгро» дал рекомендации по дивидендам за 2023 год и 1 квартал 2024 года,"Для определения размера дивидендов акционерам предложено выбрать один из трех вариантов (из расчета 165 рублей, 234 рубля или 309 рублей на «обычку»), либо проголосовать против каждого из предложенных вариантов",2024-05-27,finam,0.2,finance,['Basic Materials'],['GMKN'],1.0
"""Элемент"" намерен постепенно выходить на новые рынки","Доля экспорта сейчас составляет 7% от выручки компании, 4-5% - это страны Юго-Восточной Азии, в том числе Китай
",2024-05-27,finam,0.5,finance,"['Energy', 'Financial Service']",['ROSN'],1.0
"NVIDIA - ролевая модель для “Элемента”, но сейчас фокус на другом","Компания, выходящая на IPO, обозначила направления своей работы ",2024-05-27,finam,0.0,finance,"['Financial Service', 'Energy']","['EDCL', 'MRSB', 'ROSN']",0.0
Совет директоров «Светофор Групп» рекомендовал дивиденды за 2023 год на «обычку» и «префы»,"Рекомендовано выплатить дивиденды за 2023 год в размере 4,54 рубля на одну привилегированную акцию и 0,6 рубля на одну обыкновенную бумагу",2024-05-27,finam,0.2,finance,['Energy'],['BANE'],1.0
Совет директоров ДВМП рекомендовал не платить дивиденды-2023,ГОСА пройдет 27 июня,2024-05-27,finam,0.5,finance,['Consumer Defensive'],['ABRD'],1.0
Индекс МосБиржи опустился ниже 3300 пунктов,На этом уровне индекс оказался впервые за последние два месяца,2024-05-27,finam,0.2,finance,"['Energy', 'Financial Service', 'Consumer Cyclical', 'Basic Materials', 'Communication Services']","['GAZP', 'LKOH', 'TATN', 'SBER', 'SNGS']",1.0
Чистая прибыль ТГК-14 по РСБУ упала в 1 квартале на 38%,"Выручка, в свою очередь, подросла на 9,4% и достигла 5,763 млрд рублей",2024-05-27,finam,0.0,finance,"['Energy', 'Basic Materials', 'Communication Services', 'Utilities', 'Industrials']","['SIBN', 'PHOR', 'MTSS', 'NO TICKER', 'NO TICKER']",0.0
"Чистый убыток «Россети Северный Кавказ» по МСФО вырос в 1 квартале в 1,7 раза","Выручка в отчетном периоде повысилась на 3,8% и достигла 13,336 млрд рублей",2024-05-27,finam,-0.8,finance,['Energy'],['GAZP'],0.0
Совет директоров «Софтлайна» рекомендовал отказаться от дивидендов за 2023 год,ГОСА состоится 29 июня,2024-05-27,finam,0.5,finance,"['Energy', 'Industrials']",['ETRANS'],1.0
"Совет директоров НМТП рекомендовал дивиденды за 2023 год в 0,772 рубля на акцию",Годовое общее собрание акционеров НМТП состоится 28 июня,2024-05-27,finam,-0.2,finance,['Basic Materials'],['PHOR'],0.0
Минсельхоз готовится ввести федеральный режим ЧС из-за аномальных заморозков,Сроки на текущий момент не определены,2024-05-27,finam,0.0,finance,['Energy'],['GAZP'],0.0
Совет директоров «Аэрофлота» рекомендовал не объявлять дивиденды за 2023 год,Годовое общее собрание акционеров «Аэрофлота» пройдет 28 июня,2024-05-27,finam,-0.7,finance,['Energy'],['GAZP'],0.0
СД “ЕвроТранса” рекомендовал годовые и промежуточные дивиденды,"Дивидендная отсечка - 9 июля
",2024-05-27,finam,0.5,finance,['Consumer Defensive'],['MGNT'],1.0
Прибыль «Россети Кубань» в 1 квартале 2024 года по МСФО увеличилась на 59%,Выручка в январе-марте выросла на 14%,2024-05-27,finam,1.0,finance,['Industrials'],['GTRK'],1.0
МТС продлила сроки тендерного предложения по выкупу акций у нерезидентов до 18 июня,"Компания предлагает держателям-нерезидентам обыкновенных акций МТС выкупить за денежные средства до 83 932 026 акций, или до 4,2% всех акций в обращении по 95 рублей за штуку",2024-05-27,finam,-1.0,finance,['Financial Service'],['SELG'],0.0
ТГК-1 не стала раскрывать решение по дивидендам,"Такое решение принял совет директоров
",2024-05-27,finam,-0.5,finance,['Financial Service'],[],0.0
У «медведей» веские аргументы,"При этом есть доводы и в копилку «быков» - в финансовой системе по-прежнему очень много «лишних» денег, часть которых идет на покупку акций",2024-05-27,finam,0.5,finance,['Real Estate'],['SMLT'],1.0
Прибыль SFI за 1 квартал 2024 года по МСФО выросла на 35%,"Чистая прибыль составила 8,1 млрд рублей",2024-05-27,finam,-0.3,finance,['Real Estate'],['LSRG'],0.0
Счетная палата обнаружила нарушения в работе Ростехнадзора,Ростехнадзором не осуществлялся достаточный контроль за деятельностью подведомственных федеральных государственных учреждений,2024-05-27,finam,0.5,finance,['Industrials'],['NMTP'],1.0
Интернет-магазин «Всеинструменты.ру» планирует привлечь до 20 млрд рублей в рамках IPO,Компания намерена провести первичный листинг акций на Мосбирже в ближайшие месяцы,2024-05-27,finam,0.0,politics,"['Energy', 'Financial Service']",['no tickers'],0.0
«МТС-Банк» отчитается за квартал - основные события 27 мая,"Владимир Путин посетит Узбекистан с государственным визитом
",2024-05-27,finam,0.0,finance,['Financial Service'],['INAR'],0.0
